serialNumber,imeiNumber,productName,supplierLicenseNumber,categoryName,status
SN000324,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000325,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000326,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000327,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000328,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000329,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000330,,To Kill a Mockingbird,LIC013,Books,ORDER_UNPLACED
SN000331,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000332,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000333,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000334,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000335,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000336,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000337,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000338,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000339,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000340,,Harry Potter Box Set,LIC014,Books,ORDER_UNPLACED
SN000341,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000342,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000343,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000344,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000345,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000346,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000347,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000348,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000349,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000350,,Atomic Habits,LIC015,Books,ORDER_UNPLACED
SN000351,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000352,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000353,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000354,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000355,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000356,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000357,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000358,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000359,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000360,,The Alchemist,LIC016,Books,ORDER_UNPLACED
SN000361,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000362,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000363,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000364,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000365,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000366,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000367,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000368,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000369,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000370,,Sapiens,LIC017,Books,ORDER_UNPLACED
SN000371,,Educated,LIC018,Books,ORDER_UNPLACED
SN000372,,Educated,LIC018,Books,ORDER_UNPLACED
SN000373,,Educated,LIC018,Books,ORDER_UNPLACED
SN000374,,Educated,LIC018,Books,ORDER_UNPLACED
SN000375,,Educated,LIC018,Books,ORDER_UNPLACED
SN000376,,Educated,LIC018,Books,ORDER_UNPLACED
SN000377,,Educated,LIC018,Books,ORDER_UNPLACED
SN000378,,Educated,LIC018,Books,ORDER_UNPLACED
SN000379,,Educated,LIC018,Books,ORDER_UNPLACED
SN000380,,Educated,LIC018,Books,ORDER_UNPLACED
SN000381,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000382,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000383,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000384,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000385,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000386,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000387,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000388,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000389,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000390,,The Subtle Art,LIC019,Books,ORDER_UNPLACED
SN000391,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000392,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000393,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000394,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000395,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000396,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000397,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000398,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000399,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000400,,Becoming,LIC020,Books,ORDER_UNPLACED
SN000401,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000402,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000403,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000404,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000405,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000406,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000407,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000408,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000409,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000410,,The Midnight Library,LIC001,Books,ORDER_UNPLACED
SN000411,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000412,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000413,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000414,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000415,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000416,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000417,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000418,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000419,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000420,,Wilson Basketball,LIC002,Sports & Outdoors,ORDER_UNPLACED
SN000421,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000422,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000423,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000424,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000425,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000426,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000427,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000428,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000429,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000430,,Yeti Cooler,LIC003,Sports & Outdoors,ORDER_UNPLACED
SN000431,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000432,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000433,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000434,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000435,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000436,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000437,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000438,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000439,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000440,,Patagonia Jacket,LIC004,Sports & Outdoors,ORDER_UNPLACED
SN000441,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000442,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000443,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000444,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000445,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000446,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000447,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000448,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000449,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000450,,Fitbit Charge 5,LIC005,Sports & Outdoors,ORDER_UNPLACED
SN000451,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000452,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000453,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000454,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000455,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000456,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000457,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000458,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000459,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000460,,REI Camping Tent,LIC006,Sports & Outdoors,ORDER_UNPLACED
SN000461,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000462,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000463,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000464,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000465,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000466,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000467,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000468,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000469,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000470,,Peloton Bike,LIC007,Sports & Outdoors,ORDER_UNPLACED
SN000471,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000472,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000473,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000474,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000475,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000476,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000477,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000478,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000479,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000480,,Under Armour Running Shorts,LIC008,Sports & Outdoors,ORDER_UNPLACED
SN000481,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000482,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000483,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000484,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000485,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000486,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000487,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000488,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000489,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000490,,Columbia Hiking Boots,LIC009,Sports & Outdoors,ORDER_UNPLACED
SN000491,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000492,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000493,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000494,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000495,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000496,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000497,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000498,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000499,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000500,,Speedo Swim Goggles,LIC010,Sports & Outdoors,ORDER_UNPLACED
SN000501,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000502,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000503,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000504,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000505,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000506,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000507,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000508,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000509,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000510,,Maybelline Mascara,LIC011,Beauty & Personal Care,ORDER_UNPLACED
SN000511,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000512,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000513,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000514,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000515,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000516,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000517,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000518,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000519,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000520,,The Ordinary Hyaluronic Acid,LIC012,Beauty & Personal Care,ORDER_UNPLACED
SN000521,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000522,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000523,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000524,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000525,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000526,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000527,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000528,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000529,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000530,,Cetaphil Cleanser,LIC013,Beauty & Personal Care,ORDER_UNPLACED
SN000531,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000532,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000533,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000534,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000535,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000536,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000537,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000538,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000539,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000540,,Oribe Shampoo,LIC014,Beauty & Personal Care,ORDER_UNPLACED
SN000541,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000542,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000543,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000544,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000545,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000546,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000547,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000548,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000549,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000550,,Clinique Moisturizer,LIC015,Beauty & Personal Care,ORDER_UNPLACED
SN000551,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000552,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000553,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000554,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000555,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000556,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000557,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000558,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000559,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000560,,MAC Lipstick,LIC016,Beauty & Personal Care,ORDER_UNPLACED
SN000561,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000562,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000563,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000564,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000565,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000566,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000567,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000568,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000569,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000570,,Neutrogena Sunscreen,LIC017,Beauty & Personal Care,ORDER_UNPLACED
SN000571,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000572,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000573,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000574,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000575,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000576,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000577,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000578,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000579,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000580,,L'Oreal Hair Color,LIC018,Beauty & Personal Care,ORDER_UNPLACED
SN000581,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000582,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000583,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000584,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000585,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000586,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000587,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000588,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000589,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000590,,Revlon Nail Polish,LIC019,Beauty & Personal Care,ORDER_UNPLACED
SN000591,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000592,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000593,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000594,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000595,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000596,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000597,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000598,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000599,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000600,,Michelin Tires,LIC020,Automotive,ORDER_UNPLACED
SN000601,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000602,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000603,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000604,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000605,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000606,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000607,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000608,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000609,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000610,,Mobil 1 Oil,LIC001,Automotive,ORDER_UNPLACED
SN000611,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000612,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000613,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000614,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000615,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000616,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000617,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000618,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000619,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000620,,Car Vacuum,LIC002,Automotive,ORDER_UNPLACED
SN000621,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000622,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000623,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000624,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000625,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000626,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000627,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000628,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000629,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000630,,LED Headlights,LIC003,Automotive,ORDER_UNPLACED
SN000631,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000632,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000633,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000634,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000635,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000636,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000637,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000638,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000639,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000640,,AutoZone Battery,LIC004,Automotive,ORDER_UNPLACED
SN000641,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000642,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000643,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000644,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000645,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000646,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000647,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000648,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000649,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000650,,Meguiar's Car Wax,LIC005,Automotive,ORDER_UNPLACED
SN000651,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000652,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000653,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000654,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000655,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000656,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000657,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000658,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000659,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000660,,Armor All Interior Cleaner,LIC006,Automotive,ORDER_UNPLACED
SN000661,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000662,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000663,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000664,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000665,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000666,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000667,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000668,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
SN000669,,Rain-X Windshield Treatment,LIC007,Automotive,ORDER_UNPLACED
